"Alexa","Consonant","Dataset","Dictionary","Digits","Entropy"
0.197847,0.690208,"acc025.87_6179fc11ea7efebbde44765e533b123555f33e2f9c4a736a2075921fb0c978a8.csv",0.394375,0.00125,2.408478
0.172431,0.693542,"acc018.88_7fec3bcce35b06787d61393fa140609b16faa0c40fa0832973504bb5a2c5e3f3.csv",0.378125,0.002292,2.410828
0.16198,0.713959,"acc016.25_65968bcd36ff6bbbb0854f9229154ea4e76e3f7519ce5a1f5de03a336232d2c0.csv",0.282917,0.006458,2.395718
0.175695,0.723333,"acc043.88_25cdd36a35206da383a3b26129fb3dfe8abd2b091d59e85c3f948773292c2c21.csv",0.433333,0.001875,2.403218
0.154479,0.710417,"acc025.87_d6954adb01bfc8746cde5d9b1b2d76ab0394665eec590023f466a452b0ade562.csv",0.296875,0.0,2.380828
0.039444,0.72125,"acc095.12_c21c51f66634c4cde871c6d2521d7a42812c0709de42b4d04c58b51c656ce9b3.csv",0.09125,0.166666,2.461506
0.090035,0.767084,"acc072.75_f4587a86b9501e6ece3f9f9f304a8b95e425247cfcf21d8eaaf3fe43f4a3adac.csv",0.221458,0.046458,2.382951
0.221146,0.66875,"acc063.62_920d2ce6b1d2c03c0ca61bb346d319ba33c565285685c49a7bf72ed9b368e4f9.csv",0.4825,0.001458,2.422439
0.144827,0.687292,"acc071.38_9556463c18fe486e299cfdd7afcd2841b2bef79905a696e31b3b966d386ef661.csv",0.33375,0.024583,2.396016
0.147327,0.750417,"acc040.25_22dc62448719f7cba60980a66a5300f95bdca0db2f270facd2fcf983e2b4ed6b.csv",0.350625,0.002292,2.395505
0.136979,0.68875,"acc026.62_3938d3d4b957078e8869013daba6007751ee387bd2e7827860b40cb2a01b4a8c.csv",0.393125,8.33E-4,2.403163
0.176979,0.509791,"acc035.12_e86c8d881106d9e4a8abdd7f5ad943603d104ac51d5277a9cfe988c690105310.csv",0.387292,0.003542,2.08487
0.199757,0.698542,"acc021.50_86637536085a7d683ab511f6f21a91be3d8821c4a7fa2b2fc72bd0a6648bc636.csv",0.391667,8.33E-4,2.377792
0.171562,0.693125,"acc016.88_dc62dcd0469ffc185b7c4d93a8cdfc709ae74ed2824932dc5bea763dd0725a0a.csv",0.356042,0.001667,2.409154
0.146459,0.69875,"acc051.00_11f476050e0c6d363f18364a2f535889d8a67071f5ba81b1f4c8ce1dd6016e1d.csv",0.246667,0.007292,2.391133
0.212847,0.659166,"acc007.62_b03b7a9209e3840f80bb754bfaef676d9284c958df1b8aacaa1e1c46c75c4662.csv",0.478125,0.0,2.388728
0.048924,0.666875,"acc076.88_6674e5179a008e5d87e4ffa7985f38f63eabe3a414cce9992b1af4761d6438c8.csv",0.117292,0.171459,2.452598
0.158542,0.707708,"acc046.38_b24012aa1e73936ea26e35f14a59f77561c18db2b25305a6a9bd8025bf428b90.csv",0.283333,0.003125,2.422543
0.073958,0.80625,"acc069.25_44905895ff0aaaefe13e73de98e48e16789a3f9da5387561d2b334a3de10fd47.csv",0.149167,0.0375,2.40619
0.202118,0.657083,"acc033.88_0444028c5a58777a29acc2fe1400f034ad12cd067dc5ecb092fbdc19b9f893e6.csv",0.470208,0.002083,2.375821
0.216632,0.47375,"acc016.00_27f87ca6096e1a287c92bd452961181cf2ac1751875a05e7950343efc81e5da4.csv",0.587916,0.002917,2.066601
0.159549,0.706458,"acc012.38_c352e9694d7f58bc4b18a1dad00dadbae30f6883e2adc149413e88b86d626e62.csv",0.306459,0.006458,2.418847
0.209271,0.615625,"acc009.00_be9193ca4aa5f659dd558c7c7a864e1da620d5542755b577aa8db320a6b57e6c.csv",0.495833,0.002917,2.298483
0.166736,0.658333,"acc018.12_7bc58e80d0421020c9c80457630162d6f64b7168a6957a53d99b8869e6decf4c.csv",0.320833,0.00375,2.388626
0.121667,0.780834,"acc057.12_002665e57d5f580647553bfbcd38ffaa55e8183a6505139f14022ebd15eddbb9.csv",0.283125,0.002708,2.39067
0.122327,0.746875,"acc055.38_00803f518e67f18747930e4584a0233a599089b7228807a4f95f939596d77d47.csv",0.214375,0.001667,2.392329
0.191528,0.676041,"acc025.62_3c438e8bd2f5ae6a15782dd64894a6db643ed901274ff375e9102a845e8b79b8.csv",0.38625,0.001875,2.427227
0.176875,0.6925,"acc030.75_3536052237668938ba81da2ad9bebf006b391711f3cb354578e8b1caf266acea.csv",0.309375,0.005208,2.407896
0.105313,0.800208,"acc075.00_7db99cede2805560ea5a41fa4b957000d06be4eb70d0c1228ae8bb5ef334cdf5.csv",0.214583,0.00625,2.396294
0.155347,0.709584,"acc052.88_91fe32d55ce0f82168dcc5486ae8035063e32e8263c236c42084eb6ee8c05de5.csv",0.44,0.002708,2.407967
0.047639,0.720833,"acc086.38_aae086b3d06d42f8332bc66f76ea114a10cee4dee1fcdf388c709240da5bd869.csv",0.119583,0.15,2.451506
0.209965,0.668333,"acc008.38_127db83e5e90943a16438fe822d267dc20d67dc6f618bd38e55d8378b310fc99.csv",0.459583,0.00125,2.388784
0.143125,0.710209,"acc053.87_03f32c613904c4156b025b916a9401071ed785e9886f8a52146e278bb5698edd.csv",0.412917,0.002708,2.417071
0.189861,0.719167,"acc031.87_5c463555153f3f43e33d7ebf92a1b2bdde93a2aa4b3affbe718b17565f090665.csv",0.414792,0.0,2.412487
0.156354,0.681875,"acc030.00_505a3ffef8bf7788a9c8664c4543f0ee3f0478c7649ea7b3ae63231ce3688088.csv",0.31375,0.003542,2.398941
0.141563,0.697084,"acc053.62_95024487cb1ac125d725d2362e307d96ac58af1f1638d99e83625a512afe5a2b.csv",0.228542,0.0075,2.409681
0.066944,0.846458,"acc071.25_50ea7c676d7132f78a33e05f2808cfd253b4c63e68a879441b0e8430afdbe7e4.csv",0.162083,0.01375,2.415461
0.189028,0.714584,"acc051.75_a57b2c36a8611b51c86c2fb8f81f39d7694cb432983627b1efcfa5c5f486f0d7.csv",0.433333,0.003125,2.412958
0.182222,0.607708,"acc018.62_d25e7ebd682cfa06230f2ea48cd6de66487b3993262759132b6b9da50696917c.csv",0.418958,0.002292,2.250103
0.07316,0.695417,"acc070.88_1149e73e82394b20bf20f1bbde023e3ea26f2d67b3b53e35ccd0e1aaa9a82703.csv",0.150625,0.106875,2.418109
0.032917,0.73,"acc094.00_7b8b66e49ea83a6b07f7355eba17b348bcbdc3ba342f1ccb014fe81928e9a269.csv",0.071875,0.169374,2.459218
0.161146,0.673333,"acc045.88_fc36e74c1914f694a2fbaa6c204a62c53c15eb8e06b8f99900401322a406182b.csv",0.275417,0.002917,2.385293
0.165729,0.62375,"acc040.50_6bc093b954b8d196677eae9a2385ccce6aca94ad9afe62073c2830598908ab84.csv",0.332917,0.003125,2.396237
0.201007,0.644375,"acc036.00_071a4d9aea82518a00563e79cb897fc05cb22f623311c8481072c4aedcef2e61.csv",0.458542,0.005833,2.385506
0.203507,0.651457,"acc023.50_b614ff78dc8b9a044ba7606e563d9c4f8de025c203ead496775c791b6a4d6e46.csv",0.378125,0.002917,2.368525
0.053542,0.729167,"acc084.12_d896e824c2a130ec9680d7caafbacabd5f0923658f007fae39968f4ad228eed3.csv",0.111875,0.142291,2.440256
0.102986,0.755417,"acc062.25_dac67e3b183ef312664370cfcc36c1a7a01f0b9a3ed38517ac2f632f9d86aee3.csv",0.195417,0.007292,2.444013
0.188577,0.689583,"acc050.25_ac8550596530e2780f3a61db3988674681d0fcd321f0ecccfe5d80d12a8cfa94.csv",0.395,0.003542,2.41134
0.218611,0.677083,"acc008.88_08484b46e9efc16f8694634dc06d4deae42ca30e695bfaf906286ede544d1f1f.csv",0.501041,0.0,2.394201
0.190556,0.6925,"acc019.88_bad091d5270e4883c54386882b8f641f4d4475fa5a5a70d09ec0cedf62d3c4b2.csv",0.388333,0.00125,2.397025
0.161424,0.710001,"acc015.25_a44220a20270d8425947715eeef35b3416734ba8083c6aa9995f10fdc8d74fbb.csv",0.33125,0.001458,2.399358
0.146493,0.714167,"acc054.25_4aa4c8d3f2b5f4cd5dfd2cbc2d056189e280b7c49b50622f4a223b9786c99a20.csv",0.433542,0.002708,2.428172
0.160486,0.675833,"acc019.12_b9615c0d3404ca0ecc99a413d306117cf1d43a0be0d8330922828d07ed60965d.csv",0.43125,0.00375,2.396283
0.213854,0.651041,"acc008.12_2684319b03f57e3cfcdbfba2ff32039e20a66c056aa9745b90b4fca13f2b81f8.csv",0.46875,0.0025,2.357731
0.032465,0.601666,"acc089.25_349acff5a7a8a9f1562b4d993cd526ec427ee8edebf76a864fb6a0b042fc8e1c.csv",0.076667,0.288124,2.495633
0.191597,0.71375,"acc051.38_b7748f1ae0cf11f62a5d342eb0288014a5323dcf2bd129b248f794573fd9ebef.csv",0.436042,0.0025,2.410097
0.184479,0.710417,"acc039.00_ec366479fa791932663ea607e81b8233843a12169c650ad5e95b640f86943c1a.csv",0.363333,0.003542,2.411237
0.030625,0.730834,"acc094.00_368a86cea0dc10321fa106c20a26c6e798cf122ad9aedcdf262dc993d802c46e.csv",0.068125,0.168541,2.459791
0.135521,0.683541,"acc070.62_71276d89f71bbe21d8cbed6b5b39342dabe4715cc42559dd782ecd3a1b2703d7.csv",0.276042,0.044583,2.41394
0.092882,0.806875,"acc051.00_a085cfe4ccd800137f63c1536a9ed732bf650d10961e8dc6a81d05ab7db0f6c7.csv",0.226458,0.0325,2.340496
0.195868,0.72,"acc035.00_327ca7e7f255b4687c5f7a0c4580457ef1d6236612660890743c304ed0ebaebf.csv",0.445,0.0,2.406229
0.139167,0.771042,"acc039.88_07dc3f23f0577c7264a4a93700e76098429ad786657e615e9cf00a49cf848830.csv",0.261667,0.003542,2.415726
0.210313,0.668124,"acc009.62_6da565e4a6852debc0def9b0f07d45f76a78dc367a7740f1d3057107025f6e80.csv",0.551458,0.002917,2.399365
0.149167,0.704166,"acc050.00_43b4845d1868e1f10dcec1c5f22758c53b0009c72f186a8525c60e83bdc7d878.csv",0.321875,0.006042,2.408636
0.206354,0.710417,"acc056.62_e2d623bcdf5c270a21e1bfc041b5b1bb207a42d21d0ba52c9214d3ec592df0ea.csv",0.448958,0.003333,2.381914
0.12934,0.708542,"acc016.25_bf9013666a41c0105e8f231aff97cec379e08309194d1971cb06f9b456deefaa.csv",0.242917,0.0,2.388117
0.151875,0.710417,"acc041.38_6c555bec070bcd10f17d2ae70c09eba64051114127da2e8991007ceb03829d32.csv",0.258959,0.003542,2.419996
0.031563,0.732083,"acc094.00_5fb4e5579707e3e7075f7f9ff4931c6f6b653b50697ad0b823b62bf990e2744e.csv",0.07625,0.168541,2.452811
0.163924,0.676875,"acc019.25_3af9e7e41f5fa9d4e6e27e5c1c9f291c0b98df64b764a0449f6c1f18443fdad1.csv",0.416667,0.00375,2.398163
0.146632,0.800834,"acc063.12_57a3fdd40d67d4508f7bf54f6bf13252288e3eb18fe910400874e7382807ba46.csv",0.2925,0.002708,2.392329
0.130903,0.72,"acc019.00_0b34f6be666e8340053131979f970d65f5e9604f67fc5e5060d31b00451dfe2f.csv",0.234583,0.0,2.397856
0.043924,0.649792,"acc089.62_0121544d0a1a910b72860b1e0d522afff0ab4d00572f6dc7e9cdd3fd4a214fff.csv",0.11125,0.221042,2.468022
0.21941,0.672083,"acc061.75_774d70771a0ed64b94156ece040d693c6531ec10c964f0cd59f77c4c7b5d2315.csv",0.487708,0.001667,2.41806
0.047083,0.616875,"acc089.38_77fb2e184e095d38757d5c56f4546c52a1819e5bff5ecc3b920df2fff099da54.csv",0.092708,0.210626,2.3463
0.038194,0.646666,"acc089.88_a384ec1382680be4fb032d0788fa54675d8d0c179cc7328e6b0fc5bf8ecc1b5f.csv",0.086042,0.231876,2.356245
0.168958,0.697708,"acc030.63_a5a4711ff573ba4b12bc70deaabdbde9571230b4f4ae970b678380d7e16d767a.csv",0.313125,0.004583,2.407433
0.147639,0.7775,"acc062.25_3c8fa2891c0be1806845e7128dc96186f0e9f68debdb1a3760dcd07e1d2ad0c7.csv",0.285208,0.002917,2.398784
0.029063,0.732083,"acc094.00_049018be77e1fb24fbca4e40183c325640d7e83c5482958146a86904038f62b8.csv",0.068125,0.167916,2.451615
0.202986,0.693125,"acc050.75_97d5417886be5ad5c1ba1a9a1b38d5d3745a96e7c64706aa7ea5755be721a04d.csv",0.468958,0.00125,2.40431
0.211597,0.644166,"acc021.38_7f56c19d323ce84be272e5a292a1b77e6bcd7e1fc46183d857f3fdd1e9ce0507.csv",0.397917,0.004167,2.365812
0.234757,0.644791,"acc007.62_7ed562789256e62cbb689b54b9ad87f6a869ca49b7ec9b00560edd056bbbed09.csv",0.525833,0.0,2.3967
0.167431,0.707917,"acc018.75_b1f31f471d785cee637e176a124b27481952c435caccb91e29be44e74061752f.csv",0.325417,0.005833,2.415255
0.159445,0.705834,"acc045.38_9fdacf5b1097c42635b9872be07636f185ece30b9d7d7f1f559e51f8825bd77c.csv",0.282084,0.003125,2.415303
0.035972,0.634791,"acc096.00_40e239bb4314db6ea5eb3a880d3e9d7a795ced868a637376db7f99b646f3f799.csv",0.091458,0.169999,2.437762
0.084097,0.745416,"acc067.88_5f4e888b638e141d0148d215a09b90e51bc2ed955d48a5ff03d43d1e52e7c3c5.csv",0.209375,0.056875,2.393932
0.217292,0.466458,"acc016.50_eed1fbbbfc0f74698436365d5a017db18539c07f3990640ab86c5307f8eba820.csv",0.58375,0.002083,2.066287
0.217812,0.6575,"acc029.25_ec59bb6adb933ded686fdf8acca1a7a3d49022cc57c4da11e9fc181ac1072fee.csv",0.469167,0.003333,2.385089
0.218368,0.667916,"acc008.12_90c941e3df513ec57ff4ad348f4497a09e90a8677960ae4aaacc975eefe35fe4.csv",0.477708,0.006042,2.403116
0.037118,0.721043,"acc095.38_3f913ec2182a4900fa03a01bc9009ca0dafdcc17adb012c5ffb9d411dd5b367f.csv",0.090417,0.166666,2.461403
0.03559,0.644583,"acc096.50_e871b7ed5c176fc3a0427a6dc69986b09fa2fe47365799b7723c6bdad8af843d.csv",0.07,0.252917,2.42031
0.138368,0.741875,"acc050.38_f82eea395a3a461c5a0d277b8395fdd3c1ffec2c88c4dd813204ba15f38fb4ee.csv",0.315,0.0125,2.401755
0.038125,0.682291,"acc091.25_fd874096451f5dd6804f2091aee1701a12beaee7d20e2faa2c33f12717ea1363.csv",0.08375,0.159582,2.453385
0.21625,0.668333,"acc034.00_3cbc274c8adbfcc1e94adea8f22c7a292166bcfb0fcaca600263a5e500f677ad.csv",0.449375,0.003333,2.396701
0.042257,0.657291,"acc089.38_8fba8705dc0f5706d3644e5567645e70d9f321f04233623a36b3d82478a4b913.csv",0.084167,0.221042,2.414791
0.229653,0.654375,"acc046.00_fce716711137e4c1d701b6657f938312a349901f4c6c68e8f007b85c6568c2be.csv",0.541041,0.001667,2.416811
0.204827,0.640625,"acc041.62_7ef7c7d43563544f7afa30243228f1102fe55a49e5f0f40248bcafa20485087a.csv",0.474792,0.006875,2.386652
0.190278,0.701667,"acc060.38_04f6dc179cb425e0aac1d52e85cf2d0a04d63d714818e09276e8fd4c362b0150.csv",0.448541,0.004167,2.395451
0.219861,0.669167,"acc008.88_d5e57cb6cf4a8b2ed5c0de50b3b00162882e0cb4a9c23190ccfc534ef8cc1a56.csv",0.4825,0.0,2.36373
0.208333,0.690208,"acc009.62_c4ca7a38c19284c241c2644c59dd9a9299f7d44647ab21b54bb3d6b02fbabdd7.csv",0.46375,0.0,2.38994
0.195069,0.703125,"acc054.25_9ad8eb605b2812c85b5f749c283617e261acc0e3cd39fbd74272c41cfec14c7a.csv",0.523333,0.00125,2.391598
0.175938,0.658125,"acc019.50_c6d72d12a862b6898afd2afed030b4ffb2bf559bc4560a7ebd03738efa48361a.csv",0.390625,0.003333,2.334145
0.158368,0.706875,"acc045.50_c49045cf12c5a88a012c3a294ea970093f1d1e22f934029944636d9094a62ba5.csv",0.263542,0.004167,2.407589
0.084861,0.638333,"acc070.38_a84623d3172b482864f7983bf9b87868d9b8c342d00629815860e4989828445b.csv",0.163125,0.137499,2.446245
0.037431,0.675416,"acc090.25_e671de71b5eeeca3208fc88ae7ac8b16cb7ec2b7c273d2003407853a40cf90b1.csv",0.085,0.211667,2.465578
0.140035,0.700417,"acc026.12_b505452fee5531ccfd2b670b01c542a8a76a3f6c9d0a30a93c68835ccc0b5c4f.csv",0.380625,2.08E-4,2.404311
0.063681,0.763542,"acc075.88_5b64aaebf7feb2856f3323769076b756f2adf0cf55a4cf7dcb5bb8dead3209ac.csv",0.140625,0.06625,2.418431
0.20125,0.643749,"acc021.25_3be6f93b4b5f25fbc3c302e0af9ecadda0542baeeaef7fecce9e6ad14c98e9b2.csv",0.389167,0.003125,2.367377
0.210764,0.639583,"acc009.50_4dddbc8b4a33a0c40f7ddf3b7103db0cf5c79d256f3b785b75160a18820a111e.csv",0.501666,0.0,2.320268
0.176076,0.674792,"acc007.88_56a4f63834a099901fa423dd19ef41b00041fdbd085eb08de100d27a243ab841.csv",0.413333,0.001875,2.360153
0.201528,0.68125,"acc032.88_3968ef8fa58d496d185271bd99052bd876ddf80a53b95d3817f28e994b7f1d03.csv",0.394792,0.001875,2.42218
0.163229,0.7025,"acc017.00_62fb124d05253ac8427306626c575913e1966d3aa722c9608d2f0bd699107d23.csv",0.336458,0.002292,2.400664
0.120313,0.699583,"acc041.62_7c5df78c094545636ffe7d9d0cfd28714ad783b4e1e1f8181154d32b0e35eb84.csv",0.154583,0.005417,2.402031
0.201042,0.691875,"acc052.50_0e39bad5b3c80dec5058ff92da6949a3d1a90ed5c271097e3f77d40b7b3925d5.csv",0.388125,0.003125,2.397526
0.164827,0.686876,"acc063.12_8f43e496f34785ffcb0a5a2ba4384a3e4bfaca0947d7e50d2694fffc817a1534.csv",0.359167,0.005417,2.402487
0.083125,0.746041,"acc074.00_3d51c6625b301fb3b4f3773aa46e4db17009957eccc9368ae3465119b98cf64b.csv",0.183333,0.096875,2.43557
0.046632,0.620833,"acc078.75_549ced3e83f2d2c11f200d6e894c25f398f756bb0f299095996448ea632cf9a7.csv",0.097292,0.255417,2.455979
0.193542,0.702084,"acc057.63_19ead7f2c5fe81831e0254fd0e873c3e170eb57c58e37d8973535f131a1dcc8a.csv",0.494166,0.002083,2.39093
0.097083,0.811875,"acc062.75_4fd4265804bb2df8caa713c121b97f86ae51592d597bc02346a4f4957cc51b15.csv",0.195625,0.007917,2.399523
0.161979,0.706875,"acc014.50_a9bc55f2834a198862f1933568357a6c4ffe99e6357797b1aab10b7bac70149b.csv",0.314375,0.005417,2.409838
0.037257,0.726875,"acc095.75_51f72fa45c02ee9deb0adaddbafbd769a93f120e1ba8ee40fbf0c7e09e4e4c1f.csv",0.080833,0.166666,2.466144
0.096771,0.736041,"acc073.12_a6b0af919f84acdc6f3e2cad51f4ca311963f1e3f8be635dfb03cce282a48f11.csv",0.194792,0.047083,2.423062
0.162674,0.707083,"acc012.88_8daa367b538245e56c8528e901ec460b5fb18571aa87fe97169b965a5e8ec8c7.csv",0.3125,0.006667,2.421032
0.227014,0.657083,"acc045.62_6f919849071bd0bda886bbff58857a63b75596604b3130455d4d656906574045.csv",0.538333,0.001667,2.413996
0.162049,0.673334,"acc019.00_6953f14088114d197da99a8aa18b53bb2bdc1bcea143b59cd24f3531c653be6d.csv",0.426875,0.003333,2.391544
0.197917,0.48375,"acc034.62_18c3adda977ddc3dd5b6d6a50db2c91ce7130a8b565134e10802edf986420a3e.csv",0.42625,0.001667,2.079977
0.165139,0.684583,"acc019.75_7cf41678b4c2751ac8ae8cc7d06be2dc14325184afe1fa55b9ba20c93e5e3443.csv",0.419167,0.002708,2.394625
0.201667,0.655416,"acc018.12_caa18aba10c0522006f19396d9e262e9649be6e2c3c2723d3044565f059ee02e.csv",0.488333,0.005,2.391645
0.029444,0.6575,"acc089.38_dc51e74371de300431cd93d79e3661188f90404f9a939d9f5f0d789f2f0edf17.csv",0.1,0.234167,2.459893
0.145695,0.755209,"acc061.62_155a37f4664b88c2ca61600923909e3486de16e41862a10db1112a3a982ceae6.csv",0.289167,0.003333,2.392118
0.068576,0.748959,"acc084.12_9e93f443010e47f1a584b71fb36e8c2034de034f6a6488fe4236ef57b773116e.csv",0.134792,0.095834,2.379836
0.18066,0.716875,"acc042.38_3e1709da28124ae25f60a607436db763f23b70ffd605ffaf27713d6db1869389.csv",0.390625,0.003125,2.412691
0.192257,0.690834,"acc008.62_d54895a05c73e6ee9dcebc5bdcaa13b16a8d854839da4f6d1de16590bc41d011.csv",0.520625,0.0,2.376952
0.067292,0.79,"acc066.50_3799475cab81dd6d9ce28006a9df9fc1b4ce2d884df127e50ad6821157d6df3b.csv",0.141458,0.077084,2.429319
0.199826,0.68,"acc026.50_5a87bf109b423cdd6fdb1b49af9308cadcf2bf7bbdfbeb3c113e67b2bb0dbb67.csv",0.398542,0.001875,2.406032
0.085243,0.782917,"acc071.25_9fb5c6751a88da779bf79db0bba058a8f560aa4761c0b7923aa8406cc2090111.csv",0.205625,0.035833,2.429209
0.092048,0.703752,"acc071.00_c9aaea40f2360f3ceade1995bc91b8631bf431a3458d92d44c9fb5d93be7142c.csv",0.208958,0.076667,2.401865
0.163542,0.708958,"acc013.25_baa1903309ffb15f2375201e40bc125aeb89ad1212be047c93c82dd09acef412.csv",0.31625,0.005625,2.423329
0.200903,0.6925,"acc021.50_46ae99d3f09168179bd55b3bb3f6e637431bc9c7526a3d9f95018cccfddb7604.csv",0.412917,0.00125,2.374358
0.055417,0.72375,"acc078.38_f521e071aea47814197ce126b2c0134f79dca289014e135520b62686808ad746.csv",0.112917,0.10875,2.435043
0.034375,0.563749,"acc093.00_22c54076dcf47ef9f5dc84705e9dff6ccde786daf7e804cefd113069e5782ba8.csv",0.090833,0.325831,2.482072
0.181076,0.690417,"acc043.88_91d878791750ff52dbfdb1db4c62e0db51ea08814bab46c51fbb3c80a1cbc52a.csv",0.356042,4.17E-4,2.370284
0.153785,0.709375,"acc043.75_63b82d373a866cbc6fd4a68c6490fa1705aec7d70ff7b9c00e1d78b4ab8e726e.csv",0.267917,0.002917,2.426978
0.201875,0.6575,"acc036.25_2866706bf888090a61ac6dbe34ef251bcefb37dd56e3475c7ed76f21a93003ed.csv",0.469167,0.005833,2.379145
0.151632,0.714167,"acc017.50_abbf729dfe744752e7ee823def41440891fdde80302ca3427cf7cd42873ed49a.csv",0.293334,0.003958,2.387274
0.030347,0.675209,"acc094.12_9b731d8a8443e1878c5683f8bb9fb6dc2707d9f13b0f87d258c23c82ad682c9e.csv",0.065,0.225416,2.325466
0.086181,0.762293,"acc073.00_225d0593d86e5fa741b0ca9ab75b059ce6dd37715198c0207c22a0c259df90e1.csv",0.190833,0.023333,2.401654
0.195868,0.702291,"acc056.88_9bf45a18e722e7f95f60f5b283ed5c05b1e595696a5fa7b23e4934256df11b77.csv",0.446458,0.003333,2.389099
0.189132,0.672917,"acc024.00_6452bbf8a2aacfb76e32234897ac8d57655762ed047bed85ebee806f703e52ff.csv",0.3275,0.003542,2.376489
0.210903,0.702917,"acc047.38_f59331b90ff0210da824a0852c34357bea60ce76ac9b6da03ee5ae904ac4861d.csv",0.467917,0.003333,2.396748
0.19059,0.689583,"acc024.88_722b22c2fbdddac4312109c2d1503d16542576ddda78e62a7db2b950c9302faa.csv",0.37875,0.001458,2.404413
0.225139,0.652292,"acc027.50_43089b962146f1d021897840b4da2127fb07ec049f679e84cfbfa4a0bfafe448.csv",0.461042,0.003333,2.381599
0.18434,0.704375,"acc061.50_bf90a98d52e071112c2c6799fb947c235225aec7293e8d6afb1ff02fffb7a31b.csv",0.533125,0.001667,2.388525
0.064062,0.660834,"acc085.12_a0f699304575ed56bf4a214c9d036107a436746202b24310ca4286f8fbd879dc.csv",0.155625,0.148749,2.449523
0.11507,0.789375,"acc072.12_1e34130938521a7cf7bd77eab1e7211c31f73fc6158abd07c2fb6b732655d86a.csv",0.250625,0.011667,2.345237
0.178229,0.63375,"acc060.88_a2633ab15937e7a179f04f9884e02b5a3459212ac7b2e5761e8432dc4d788059.csv",0.352708,0.001875,2.39994
0.161771,0.708542,"acc061.00_e68c1a033f54c559768d208f90c5af8aa1ef29e1d5b0536fb468d763059c7296.csv",0.312709,0.005833,2.416189
0.032396,0.62,"acc093.00_2cf8d7d96be0b9fe7a6b5f80dce99686e095d0b45d4590c6e139251ed2d83045.csv",0.084792,0.169999,2.449169
0.084028,0.71125,"acc070.50_fdbad0d6d7a6c93c61b2ff06fb6fca1dce92fec13c4469338139dd7207189655.csv",0.176875,0.10875,2.434995
0.030521,0.686668,"acc095.12_3e53aa4ef315e10dcfdb7d39a25826ff2f48adf40e9feb58d1d92d0ea7d8a21b.csv",0.066875,0.215207,2.344735
0.18191,0.706459,"acc038.12_c1ff2be8039b9f85a71bf2db232e61af7df528057748bfa6f8f113740490f77d.csv",0.355417,0.00375,2.403006
0.227326,0.661041,"acc009.62_e6e119e655a982e1bd498f03e56ccf6a5a0af6eb94e68590856c4a28e3c76328.csv",0.473542,8.33E-4,2.398006
0.144896,0.713959,"acc055.38_afc84a1e4d1b6710558c2c15286febd9f9954ff9c7ff2bf7ceaa3c736c1673b8.csv",0.305625,0.004167,2.3831
0.198646,0.663958,"acc020.75_631bff83f731dce0d0c063ecd9c877abcc328be5e0f9c21b84e714a19768b7ec.csv",0.356875,0.00375,2.37159
0.123194,0.740834,"acc060.50_a6751164c2db113c08330853a6988ea3f6dafbeb503883f1375eab15b86cc2b1.csv",0.26375,0.025,2.358563
0.170486,0.70625,"acc032.50_8e645bf0ff7f1e789d5ca31a73558c250bc9ec2f21844ef9a0defb12a0742db3.csv",0.315,0.004375,2.406755
0.154341,0.708125,"acc026.38_d202efe2e713cc0f371e718eeaa9e2089a5f11ae788a2943c9c36074fc28fe0f.csv",0.285625,0.0,2.377801
0.220208,0.658333,"acc009.62_5bb6394cbf1d7f2d0a3bb25b98c0fae8c3f7a4d636d411bc5ff05063686d5aa9.csv",0.483541,0.0,2.371637
0.102257,0.765833,"acc065.00_3a0ac5e6fd34366fa5fc81a2d9ca91539399e1887a4d819ee7cd8f5d832749d5.csv",0.193542,0.035833,2.397016
0.081354,0.777501,"acc081.62_f1d2508ed44abf431184b88e1014eac29f195cef3af69af889bc3ee900120605.csv",0.1625,0.064792,2.398744
0.157431,0.695625,"acc054.25_e72f2a9418d05ab79649ce3413b5bf19d32da085018103c3ee3867d3220744bb.csv",0.251875,0.0025,2.420569
0.182153,0.701041,"acc008.50_09e4db5b19cdb74c37b99b7ee294c300c09f756b8a2bc48209c492c75d38584c.csv",0.334792,0.0025,2.377887
0.059375,0.759375,"acc086.75_93447bda7a8fd74a23b5c6d9e8672140d419216bf79209a05cc88c4d0979a5b7.csv",0.144167,0.106667,2.438329
0.203333,0.693958,"acc060.75_35cce3e9983906ea421c3fdf06cb7898bf8dca1768a5fe42f5fdff37f9865691.csv",0.467292,2.08E-4,2.405671
0.157431,0.714167,"acc009.25_3400e2ac070d0f213ffbb7972f17ed5000cfcf60b5f340f80dafdf27e95a4002.csv",0.259167,0.002292,2.39884
0.198785,0.481667,"acc034.38_ac940b5b1faa1f54c0898893e1e2867dbdc563fc58d3fb8549dad60f12fc68f3.csv",0.43875,0.001667,2.076896
0.19434,0.664583,"acc020.62_af9e746ab17ce53ad7294287276e7d8dc5728a6f3c9ced1c6792c3ee932b3c9a.csv",0.352083,0.002708,2.371906
0.129167,0.715416,"acc016.75_443ac9e8ea4e89119e117adf75cf9b377a69e6d72695dd8014aa58099bddde73.csv",0.239375,0.0,2.395459
0.028125,0.730833,"acc094.00_0be1e77fa801efb96c32fecb7a7353294d3cbf01c439f4d70cf3b4cb8dd2c76d.csv",0.06,0.167916,2.451874
0.203333,0.675,"acc017.75_0561dd9ae9019dee99ed1da117b27e4d6ba660babdc01652313477e9a9c25d2f.csv",0.48625,0.004792,2.392478
