"Alexa","Consonant","Dataset","Dictionary","Digits","Entropy"
0.037639,0.575207,"acc089.75_78166c044d7343d1dfdfb6c7571b894427d2b6cd3428c0b49e5c857026dd700f.csv",0.092708,0.305832,2.379068
0.170694,0.704791,"acc030.88_00c15cde04941876f9cdf8afaaf962a05bc234ce1888d1a825cc19d4df4d50bb.csv",0.29625,0.004792,2.400922
0.199896,0.70375,"acc056.75_067893f0ea9b8c281b142fda63a5b2ef0432a995f843f78a7d7661de83d22564.csv",0.52625,0.001875,2.393162
0.178472,0.712917,"acc039.12_6dc30d6cac573eae0d94aba8e110d485befe540d5868299893f29668394625f7.csv",0.388333,0.003542,2.404988
0.159757,0.707292,"acc008.75_c327b7f8583a91edde32486cc552a76e82aed0d65512cae43f25b5ee0289321e.csv",0.327083,0.003958,2.393312
0.201701,0.692709,"acc051.38_e7aa5108378b0ddc27124b0043216ad24eaa7290f6a03c131e6ced66e40bbc5c.csv",0.455208,8.33E-4,2.402746
0.126146,0.704376,"acc040.88_5e9ab7972b6399e01289f16ef8a5cc4f78410c2e4a264363eff923e65a360bf1.csv",0.1625,0.004583,2.409587
0.162222,0.678958,"acc019.38_8352324bcdf110f5269232baa4b9d36792c112276fc27598da03f89525868545.csv",0.422292,0.004375,2.402904
0.218611,0.639583,"acc039.25_2e1dc033429fe43c5fbd854a6559a7504e009b0dfc0228f43cfcd1a0482c89fe.csv",0.489167,0.005833,2.386754
0.195139,0.716042,"acc032.12_880466274535d3c8b982e9de0854481f4cfd291d972342c99c120b1494d2c55d.csv",0.45875,0.0,2.410829
0.211215,0.646667,"acc008.62_9367d80b2bc261872e056c165e97436e9983a0713de1856443ceac0918855306.csv",0.428125,0.005833,2.39233
0.196285,0.72,"acc032.00_92d2c14124fd9a526e721e2a189496f1d30f74edda83689a222bffb417caae2e.csv",0.444167,0.0,2.406284
0.169028,0.709167,"acc013.12_c85cac24d4ddf1a7e65b0ba76da025609b1a14f858fb1d78a0d2281067712a32.csv",0.3,0.005208,2.412022
0.088507,0.724793,"acc070.50_5a846492668df6fc302c66334f8bcde0456fe9f105ccf57646658bd78843ab97.csv",0.179167,0.086042,2.389099
0.034688,0.724584,"acc094.00_1338b2b21cc8e5aaccd8ea371bd7fd6a73ac17c715d33ac5ea820a5eb2f6da50.csv",0.075417,0.169166,2.461819
0.204965,0.696667,"acc048.88_48caab81fdb4ae8580dc43e66a769197b81f5aeadbb52cb065be405c3ae2d3ec.csv",0.454375,0.003125,2.403525
0.143125,0.718334,"acc051.75_75333731a688b5d2ecb923889fd5405b06d957d46639be084c6191799cc87166.csv",0.410625,0.002917,2.415663
0.202153,0.680625,"acc009.75_29a358e0941d8af3ce477450022968dd1ea175479dd09132b38d22d1b9b28b67.csv",0.457916,0.0,2.402117
0.072639,0.730208,"acc076.88_b4b0ff0d13c2d546389aa459e6fb318dccce2d6aeac29e3d48e0f1fe1a406fce.csv",0.150625,0.117708,2.422488
0.174132,0.701042,"acc054.75_8ecad935c25d3f031f550b9033d70d157ed6d2bee95c22e0c736c76b31c571df.csv",0.345,0.001667,2.41203
0.216424,0.463541,"acc016.00_10dfc8353b460312644e5ec240c0cbc5dc862d73f9b4231e9f07baaffc8d9e1c.csv",0.587291,0.002917,2.058999
0.037292,0.721251,"acc096.75_fd04bf1a48805b4565ffc1552ae0568c8a9bdde124d31e26cc42a35cebd03571.csv",0.079792,0.166666,2.450978
0.155833,0.712291,"acc052.62_5e5d9544227348e195a9ef1cd2c2e5284c270f07f55a80512da04ff715d858c6.csv",0.332084,0.011458,2.386645
0.208646,0.686458,"acc063.38_0b14aabe83cd8d6165e7f04d52ffcb139ec319eda5046cc24cd1345bfeb0fb98.csv",0.465833,4.17E-4,2.423069
0.176771,0.709583,"acc039.88_f6f22211ab8377262065a7d60eedcd808e4fadf0e63f818389d3f2ea609b7cff.csv",0.365833,0.003333,2.417487
0.209479,0.671042,"acc026.50_4833de9201a7c961329f31839965ca7d0a02c831ebc5a3e45e90c02acfdab876.csv",0.428125,0.003333,2.385034
0.10684,0.723542,"acc068.50_5b51811e82a1ffb50836c4b023108a45117fac0c06fbce7753c146d04a013534.csv",0.1975,0.034167,2.399358
0.149201,0.713958,"acc052.38_aed1b8e275d330456c29ec9f4579c2a8cd018091755daf471b4fb174d1a984c0.csv",0.437083,0.0025,2.415922
0.127952,0.717917,"acc014.12_9967c63cc31a4431ac64185f5e194611e563b8830e7c955f2b860ccf8d7deec7.csv",0.24375,0.0,2.388958
0.146841,0.830208,"acc063.00_c5831c09f4db4ff98c779ced263824b8a298a1d572f4d6cd520bb266ec86db6c.csv",0.272292,0.004167,2.413634
0.188542,0.70625,"acc039.12_8a856b9cec1864cf6b21f1f00836a5ca7b986a026a28eb57bdfc70de092c3b2a.csv",0.362292,0.003333,2.406811
0.159514,0.711042,"acc060.75_61e4bc8a77b7b6505bd9b724383006cbda1c86284ebd9fb745aa96209aac4afd.csv",0.316667,0.005625,2.416551
0.115313,0.766251,"acc072.50_b98abfda95439747165487b297bd53c6b84a62d57c1194a01c7196bc9f40df0e.csv",0.24375,0.013125,2.386134
0.064479,0.712291,"acc079.12_970779c2cdd0ad071fa2b16ec39d9d3d7be9b70e4ff67db3f0d7162cd1e63e94.csv",0.15,0.097917,2.367063
0.051701,0.700001,"acc085.88_d132ae5dbff9b0784b1e43c3d5aafb28a3539d35fb8e976cffba486722adca2f.csv",0.114375,0.137291,2.445726
0.16566,0.699584,"acc017.50_ad12260195ee6d43f2b102655d96069b04a82ade559c89466dd7dd2afd13ba85.csv",0.343542,0.0025,2.406182
0.039618,0.632916,"acc097.12_1f934169b9ca6ff7aa475d526b2c0857b404f706ae04eef5d69d578325ef6c46.csv",0.094583,0.169999,2.43917
0.034896,0.60354,"acc097.75_1e7fb40a4dae98386acd7665301accd418f257cbac06429ddecb4b929ca58992.csv",0.074375,0.295416,2.467079
0.076528,0.752083,"acc079.00_4ad76a2efd78fad68da224626f1369bf455cf565fcf0969085da7383a9d207aa.csv",0.168958,0.076875,2.409146
0.204444,0.67125,"acc021.75_d826835a376efcf15f58cc1f512344439f9c0e13566f8d6a4341248297ea3c43.csv",0.39625,0.002292,2.369978
0.033785,0.722917,"acc089.62_50067aad4b42180018f27acdc2c8314d2a0af19918a0a2a4b46aadc51e9c4b6e.csv",0.083333,0.167708,2.427393
0.040729,0.625832,"acc087.00_dff4d5aea8103533406224ce0f47e8ace40ace52236520603c9e92fa4133db52.csv",0.1025,0.170417,2.418226
0.169618,0.708542,"acc011.00_a156e7017ad0650ce8c42f30f0eba7befdeb59b3462aa42d1e3b1f0b0013ab00.csv",0.307917,0.005208,2.406504
0.048403,0.75625,"acc088.12_cc74a867f0d35ceb2f081705151e9d57b470016dacef7e07e10afb1098b4733d.csv",0.096667,0.118125,2.445727
0.061667,0.650626,"acc077.50_f7ee7b894412d384327697e2850489545e91d239cb22406e08ce657578eaaea9.csv",0.1375,0.16,2.447024
0.182396,0.664375,"acc009.12_5299ab6326304b22ff5f8ef6520330b0db7bb72bea2639785dafd80b34a1dd30.csv",0.424375,0.020833,2.385774
0.184305,0.599582,"acc019.00_837d41517ba5736da709990d8bcff1e709ebbe27ef8d79746928774b18847d71.csv",0.422292,0.003333,2.262249
0.197326,0.679375,"acc025.37_afc8896e3faceec3a6bef0259ce9d04d1993a71a714f5b7c152d8138847d0f68.csv",0.388333,0.001875,2.409052
0.16941,0.644583,"acc065.00_51d48f43901669af7c4f719d56c2dfa040e4beca8ef1edc5c68f79b1183965b7.csv",0.316458,0.002083,2.389106
0.16,0.705625,"acc027.12_e319cbf9feae6885257feb759424327b6b477d1da83fc067489e885c1a2161d4.csv",0.295,0.0,2.368367
0.223333,0.653333,"acc007.62_38d8f26699096257baca816ffd71fbd188aaf7d6537d64e2dc443b07594190a9.csv",0.495833,0.0,2.394302
0.191736,0.657917,"acc035.50_fd560cc63642fd4706298e64c6b331de9e475aa77775e8e4fea4a2334eec8c2a.csv",0.451875,0.0025,2.387228
0.155104,0.669166,"acc009.88_bd18a1e97c1a8d23ef040f72442c1e3ae2d586cae102e8b4a9a182cd9f730983.csv",0.262083,0.00125,2.380876
0.163403,0.70875,"acc015.88_93c28353dd00731146a0f2d6e7adb3e38e76725f0b1a6ca501155f4bec29eeac.csv",0.3325,0.004375,2.391598
0.192361,0.7075,"acc057.75_32a2060ffd8591a3faec5ca44114fe98783de7b0b0caee042b44183d279806de.csv",0.512291,0.00125,2.39108
0.202986,0.668958,"acc023.00_f09747c2c8c6a62da5b2436a13aaf9c61310a38ee124995939fb46c6e9c8451d.csv",0.4125,0.001667,2.37259
0.055174,0.752083,"acc076.50_9bbb0e936b9bdeb12b32a41612631ad32074b0193ac9eb152499fca1ca4d145a.csv",0.116458,0.108125,2.427071
0.198299,0.708334,"acc056.50_6629620233c83f7d74d2ecb4dc8a3900128b5fb2eff4272e0324135508f943c2.csv",0.446667,0.003333,2.388784
0.043056,0.724792,"acc088.25_b2581fff2758c425856045f0798dc78fa2c31dd83197ea801f88a40569d5fd83.csv",0.082708,0.150416,2.435726
0.203472,0.695834,"acc009.62_9750750d734d0f6bd0e869e5fda4de02c5d505c83c89d1706448ddd48dd59070.csv",0.461875,8.33E-4,2.401661
0.034931,0.536457,"acc094.00_91a5f63266248ce5bc41d68dab58eac5753698bb29160fc403ed3fc1d7899df0.csv",0.086042,0.337707,2.491552
0.20184,0.638125,"acc045.00_325d7ecd5c8273ddf80122802a900b85bdd6830d48de7e79dc77df0386c38403.csv",0.472292,0.0075,2.388327
0.090521,0.699376,"acc071.12_a284fa8fc725f74c5023b6d557b9251462bf60cc6ca3e6365f8cd90ed13b4b48.csv",0.174792,0.075625,2.418061
0.120694,0.741667,"acc064.88_72975de0e4d086b5c9b4dfa3e1c0c075d22f3fa45fd949a70801405f026db271.csv",0.208542,0.025625,2.393524
0.119688,0.700834,"acc041.12_aee7a760d31cf7da7914fe6d4d534bf682c47510d5625cc14bad3d4e7f69c9a9.csv",0.149583,0.004792,2.406985
0.087465,0.697084,"acc072.88_a4b91d41dd71b6ea071a1aef911cf2117f2d3846077e7844581ac87a3c7a8837.csv",0.178333,0.10875,2.423218
0.124375,0.780209,"acc061.12_ff1019381cd921c2fd1826fc91f2ee6f875717fd532a7ee12e75990569c5d4d5.csv",0.230833,0.0125,2.369665
0.042222,0.73,"acc093.50_c60ab7c88d659179932b93397609cc3a3fe36437859262bbd45efc4d8b06feb9.csv",0.06,0.169999,2.464792
0.080521,0.732707,"acc076.75_64cd78bfe07e8578210784dd9ba10938775d6bab4fde70a9ba2da9a998854587.csv",0.17625,0.065417,2.41593
0.083333,0.754375,"acc072.12_8cf94bbb92859b0d4aad485cd8cc8bcd8f629c0519bc2f01e78b72fdd034f6c0.csv",0.182708,0.055417,2.42218
0.071076,0.737292,"acc079.62_eba11b2022150974f1872e089af5e95a157113ca19c5e8d934b9d8c8b3e91ba6.csv",0.157917,0.07625,2.426709
0.176563,0.703958,"acc052.38_a4a90a6f24cd4fabbad49a3f1fc73be85457f7c84630062fb440d78ac6c7a14f.csv",0.428333,0.006042,2.405136
0.033958,0.542707,"acc092.25_da2ad513af9bb7a17a60a4ddab5dd0c4ebdb9518e4ddd5026a48fd948775c098.csv",0.085625,0.33729,2.489422
0.035347,0.537707,"acc092.38_a21f3269963bb9d6dd20876994254c4ebbdd13f89364a41d2d2c385de0d95225.csv",0.083125,0.338124,2.486395
0.158611,0.712292,"acc019.88_d32c946dafdb9cf84ebbfe9eef4efdcb3405b502698d58547fd28487b1c6b70b.csv",0.279792,0.00125,2.399912
0.188854,0.709792,"acc006.62_b16861a2980292bfd273e995158ce79830bd3381b84bdafb0a406d4e850971e2.csv",0.372708,0.001458,2.389561
0.098785,0.782292,"acc072.62_0cc57ba9426d6f59a8ffdac9b47c95f2da44531eafff6e485df6ecef1ba07666.csv",0.205625,0.035417,2.418376
0.038715,0.724375,"acc094.25_8b71c96383cdd93031252ee1a4e1d728f232baaa91ed90f8239dda9af3c61061.csv",0.086042,0.166666,2.464061
0.160938,0.635416,"acc047.50_4b3b5d3a3f24c70c99226bd09f8199d69fba26dad02dff1e2b61f9e258e707b9.csv",0.323125,0.014167,2.401182
0.193576,0.7225,"acc029.62_6ffddd41ca5f9ebfcbe75ecedf2bddd184fda7734d0d63803e3d1ff4e86940d6.csv",0.462708,0.0,2.416913
0.02934,0.739374,"acc093.12_a67f1cc9d7f6f22780ee349d4a9079e9dad447d76e4dc6bd42479d99cac399ba.csv",0.063125,0.163333,2.395412
0.17441,0.71375,"acc009.50_74e244984a06e483c31c0ce3765eb54b80c56ed615bcfd6a9535e10d4c2c5cf4.csv",0.367292,0.001875,2.390868
0.169688,0.698958,"acc031.62_fde7215bda03c0f646e787180bcea555f4f674d36c22d6e7486db6811506bec3.csv",0.30875,0.005208,2.4067
0.169896,0.527083,"acc033.62_05aa7673ad82d2a1b0c510e00002f52e5f2230a283a83ff551be8e97b8fa2f14.csv",0.378958,0.002292,2.085651
0.151563,0.719583,"acc009.12_49c3c37110ca92cc5833505c2ab815e749674f354a6fa8b15c42b101e998edc1.csv",0.248125,0.00375,2.398533
0.043125,0.595208,"acc089.88_f219fbdaf0f8119b4135bb75d5b70e06505093543d28324eb3706be369051f69.csv",0.087292,0.169166,2.448478
0.032986,0.726459,"acc094.00_efbaead74e3c519647e57898f00a1c19121b64c696ddc346678e0fa65bb31755.csv",0.0825,0.168749,2.455365
0.042188,0.722917,"acc093.88_d2fb19b46f480dea54586e1782cfb1badfac4f24c90517397088942966b6d257.csv",0.086875,0.171249,2.455413
0.12434,0.704167,"acc043.25_6319a1e463c35452a49b98bc83035fbf3cb49dc1e924f22163f260cc93e9a195.csv",0.147083,0.005417,2.403688
0.039757,0.607708,"acc089.88_65ba4113676f3328b3125ed67d9bf2d7dbafa981a776f31c3e4e4d4cabba779a.csv",0.103542,0.27625,2.468377
0.154618,0.71,"acc046.25_18a6a8dbbb770e1b097fda0f90385e6890ccef0cc69577ba2d6f3c45ad8a8ec9.csv",0.274375,0.003125,2.409516
0.180521,0.706459,"acc050.25_31164a15784485a66c2d381387e4d973617c64f90768725572e765ce4e576964.csv",0.362083,0.005833,2.388438
0.144132,0.632916,"acc046.88_146c33446455e90160cb02816a8bfd1dd290c79f496ffd6c43c7f04a5e2efb5f.csv",0.308333,0.00375,2.269213
0.042222,0.73,"acc093.75_d85f7b7e72b32e0d1a3e1044a0a027b5939f5baba9764fd1bfe350b1591f2c76.csv",0.06,0.169999,2.465523
0.182222,0.711875,"acc039.00_677c867284386a4f722d5e663d3b47fcf561c417c5fec950814cdb46d845ac61.csv",0.446041,0.001667,2.404366
0.218507,0.667291,"acc046.38_8355084a833eb23f9d9562dc425fa64247d72ed2863684fcf77ed05691bcb865.csv",0.521041,0.001042,2.402275
0.030556,0.66875,"acc089.88_360af767603091c0061882ae56ee198f46d5eea56b3d42a0e8e0e7995d82d033.csv",0.095833,0.223334,2.455626
0.165035,0.684583,"acc018.50_731124aae766f8ed1ac5c2de7514314d0d45c6a070dd742ca3f8c3a43581e192.csv",0.322708,0.004375,2.395458
0.040868,0.786667,"acc088.88_35f69e1669a03b1a1aca0c24d6bf205c4574a17a02eac7b03b592492b3ed690a.csv",0.096875,0.099792,2.347259
0.222049,0.652291,"acc029.12_a767f1374bc4177f4c146842ee35b143796266478d95139fcb77d0df4a0e91d5.csv",0.48625,0.003333,2.382016
0.148854,0.723542,"acc031.87_8b6b7652571d474dd7b712ae946179f7de56f61b03932b0dfb9f02b3e3bfb719.csv",0.272708,0.0,2.368523
0.193993,0.699375,"acc059.75_b6f81b3a0bd96a2172d24184dccf31dc68d46a2c250024b6f123f4ecc1fa52e1.csv",0.48,0.002083,2.407652
0.180868,0.702084,"acc041.12_a0770b2d4015f4ae782cf911bf948e730d048c70664edd1400a649fd17e12188.csv",0.378125,0.003125,2.403172
0.184722,0.708542,"acc058.38_1eeca3dae742a5e42246daa5da784ceed17e8eb6ce625af9d09f63e6a876a7bb.csv",0.499375,0.001875,2.387219
0.170729,0.707917,"acc011.12_91ba89dccd66dbbfd7c5604b0d02cb8ea737c3e28ea8426e501c4fe8c1f92dbd.csv",0.315834,0.005625,2.415624
0.187465,0.718334,"acc030.75_3a4c11a1f0588e2d1ad04a1bbb3ef30530232826e7784d27998a4e9a2df5344b.csv",0.441667,0.0,2.396088
0.174167,0.703333,"acc033.75_66a8c611c254f8a66e90503c5f31295f5ca3a6dc7d78bc6670d63fc33e0ec685.csv",0.307917,0.00375,2.407377
0.071389,0.787083,"acc078.12_afcd9687f441af4ef6ad1b06600ce18def8a3706c47a20ac0af8b0f64de877c6.csv",0.158333,0.065417,2.435467
0.178542,0.622291,"acc017.75_a535d9bd7b29d7e2ddf2bbd5eeaebfb9c5ec34f789449e84ecac7bc350221e29.csv",0.403333,0.003958,2.294091
0.186667,0.707292,"acc052.88_4252369892ae7dc6ee3975c56d6cf0434e92c98ba622b02629979263cca9fc77.csv",0.384375,0.003958,2.391025
0.09316,0.793749,"acc059.38_5544db131924a2533f2b624bdccc46c5239cc6da0f089449ede8419c27a48ba7.csv",0.201875,0.025208,2.422078
0.184896,0.710624,"acc050.62_61e0b4b880740c522fdbeea9d8ec17693d92d9355c4dff53c8bea138fe623d7d.csv",0.388333,0.002917,2.402644
0.182917,0.713334,"acc008.50_4d0731e6cc9debd0be74d2a6d5fda700ef9547037489da9baaa79348428c2054.csv",0.369792,0.00125,2.393107
0.174063,0.625625,"acc018.50_de20f6dbbf1d5b3cec5a5f3c2999efcbcc33588a4402d7c7f6d5aef332de83c2.csv",0.399167,0.003542,2.28574
0.191146,0.700209,"acc063.75_139edf946df5fd200dc7cfe9a94bb823bc6eb98ee0290559683d03b99a94b9b4.csv",0.500208,0.001875,2.393894
0.19059,0.671458,"acc033.88_e1bdd51063271370a6684ff7d1170a91bc7b1d2c2a188007d3551993e2a3d653.csv",0.451875,0.002083,2.386608
0.058611,0.744791,"acc076.12_856ec48d5ed9f0a21a315199c607229de057cc05de735e4aedc49954d45219d2.csv",0.138542,0.107083,2.426033
0.195833,0.710417,"acc050.62_48668017ca3f27187d565cbe6bc112a62b7e570b0b9790411c4cb5adee43a415.csv",0.417083,0.003333,2.390821
0.081667,0.759584,"acc076.62_0c885edc0722789d2d3e75945b49e02af3fe02d2fdae710d17cc64e90d7902b2.csv",0.182292,0.085833,2.426505
0.067778,0.71375,"acc070.12_e1aff6b15be4df34e8a13fbdb51613cb94d23e3f294628c1989372b6cd7944b9.csv",0.128333,0.1175,2.456042
0.197118,0.665209,"acc017.88_77e4e06d3e585f2dba20862d449c7d8259f3e579518d527258b11d4fbf40fbc4.csv",0.478958,0.005,2.386904
0.032569,0.664167,"acc091.00_2d9720dad40f9ced5025b8f96dd3af03c52c88ff0df81e079d195e54217aa126.csv",0.070625,0.235209,2.324681
0.14691,0.676249,"acc023.62_ffb6e1dc73bf73ac8078d94c22c2a92461a2dab09283386ca5ddd2250b8a54f1.csv",0.406042,6.25E-4,2.389052
0.204479,0.686041,"acc008.00_4479e2709de92e1f809337af876e253d70119c3271898ea7826920234cec7967.csv",0.459583,0.0025,2.407912
0.194514,0.69125,"acc022.62_b9a9d587db87fd3bbf4b8eeb3fed658c1072c338c17da23a40da54ed67ede90d.csv",0.400625,0.00125,2.380088
0.075347,0.794374,"acc071.88_5489d067f2a54290084568dae10fce5ab6687a9874db1d1fee6d52247007a977.csv",0.15625,0.077292,2.400458
0.03625,0.723543,"acc095.00_0a33a0ce697b013b2bc9732c911f798050704676de184e186fc789528f2d1ed8.csv",0.088333,0.166666,2.441607
0.220312,0.670209,"acc044.50_7c8423c87bbc1339176246bbebcf6e9960e5b9acf0f2c2d48fc43e69890d443f.csv",0.505416,0.001458,2.404311
0.042222,0.73,"acc094.25_0d63eeaabfe05aa28f4aeff5fd9e9d5400d6640a5e096a1d75736cc9fcd9c0d4.csv",0.06,0.169999,2.466458
0.191702,0.6825,"acc020.62_ac16133f5f73f4a48c3d71b4813501c9a021673b01e0e06fe0f69cafabc1ecab.csv",0.374167,0.002292,2.372691
0.158021,0.704166,"acc044.25_58549e97e372ff2818159197713a69aff7516daf8c3f7be5c1b646524ff195ea.csv",0.269375,0.003958,2.418691
0.122049,0.714792,"acc018.75_c018d88e8a5c6a53a39e409ee978cff1cfb6c3cd1dfeb0b1f8f10e0ee7382fe8.csv",0.243542,0.0,2.3952
0.100799,0.72375,"acc071.38_8c6a31f12e8bd3c53d55b89d6be3db61eeaf503965c51ea3b711368ed2e76fda.csv",0.182292,0.035,2.347739
0.037083,0.683749,"acc089.00_217df6f343451e34e8901215531be06b5b61e803d5a6d5a96de3f3654c08b67b.csv",0.091042,0.200835,2.455672
0.193194,0.6825,"acc025.37_54a8d5865cbfc42aabc07d032bd012a8200ceb977ea16850a1d0ed1021cb0c61.csv",0.373958,0.001667,2.395764
0.223542,0.596042,"acc009.88_617102763448af9cba6c3e07b046e21cc6b533cba3562fac49d836617c6bed1f.csv",0.539791,0.002917,2.287696
0.22243,0.668958,"acc008.75_8729cfaa7035232148dc124fdb59048d25d8dc14f92ab3d28f65e31bc4ed8374.csv",0.549375,0.002083,2.387218
0.13382,0.708958,"acc015.38_5d3671520f6f8819176712c106cfe1695bde8dd5cd06df9228fee8e5dcfd5507.csv",0.25,0.0,2.380771
0.028333,0.646249,"acc089.50_2b3d51bf6ae64fbd2ed03e2fb6635fa730ac083912a1a11219b1400a9ebec398.csv",0.104167,0.245,2.466301
0.21066,0.467083,"acc015.25_d8abcea2831d3d964af04941077c97d6fb709a69466afa032ce7ec15625da07e.csv",0.575624,0.003125,2.064824
0.151111,0.713125,"acc046.50_a2e895fce16c3198ca81a655152035cf3694d20c43bdc431a123d1b36a02ac7c.csv",0.260417,0.003542,2.399257
0.0975,0.729792,"acc045.00_08e021bc060f3be32835464ccc738cf2f742b696af1f7e616696ebc924c283b1.csv",0.193542,0.0975,2.429578
0.192396,0.657291,"acc019.38_541138c5b0a66a918fb4f14d2136d1183e9faf22af0e2886b950929558424586.csv",0.361875,0.002917,2.374616
0.036181,0.738542,"acc089.50_00cf1e993b4f8d7ba3b507dc9ea290c8e7eb5a44fff5b4979b440c886d141212.csv",0.066875,0.153541,2.441764
0.183924,0.70875,"acc049.12_06fed2804f14fe4a8613ac0bcf60badeeea832235d89463d8976913d402b5d59.csv",0.451667,0.002083,2.405303
0.159965,0.644999,"acc049.50_9fb72dc50df970a57dedd30704b0b8e0a945e89cdd84fd790fc324dfe8db9b59.csv",0.311875,0.004375,2.366118
0.198507,0.70875,"acc056.25_925e195ab0edc61a0f185f12dfe038368966ef4d86ff60a15ab08f18cf896bc3.csv",0.438958,0.003333,2.370552
0.218576,0.668125,"acc047.12_7bce84b28a978951fea94f3ddac65141aee4db2a141d444c599f5c84b1144970.csv",0.512916,0.001875,2.406748
0.193229,0.696459,"acc009.62_5fd1be965719180f512d35ab42a9da6bf70d18a438df39dcb379211ba95f585a.csv",0.445,0.001042,2.397116
0.076944,0.722709,"acc076.38_1e91e087c94805342e18a1354590aafe22d79f348e69f488550e099fd7c1829f.csv",0.184583,0.0975,2.411284
0.139827,0.776458,"acc029.25_3e1705dc92196d541d1c6aa158b1ac2e028168bc2117a3617672b5a544dbc338.csv",0.24875,6.25E-4,2.415402
0.202708,0.689584,"acc022.88_36eab7612af48b8c185fed875c06f70ecf632ea8c5551180cb61d31eb5d495ad.csv",0.416667,0.001458,2.382014
0.032986,0.677083,"acc089.62_0dd4756d14edc2d44cc8b01eb8a22ac9d565acd021d59635c33141f0b482a8be.csv",0.075417,0.212083,2.451198
0.198472,0.674583,"acc009.12_2424939c0df53909e7fd9051776f3e5f90624750dc0cc6f866dfef439a88c699.csv",0.452292,0.002708,2.347157
0.216007,0.660208,"acc031.00_b6cb13c8b998e4cf1f6bc40b8646a90de6915c9b4cc5ed20e504577d24414852.csv",0.460625,0.003333,2.386024
0.187083,0.599166,"acc018.88_c72ee36edcae96d5814af422da4cb7feaa04b0152f67fed96e1319ac697ada34.csv",0.428542,0.002917,2.257981
0.184757,0.724792,"acc033.00_e06d8153c754f58a6f2e8cd60229640cefa9f5450ac7c9273a446104026dd5d0.csv",0.408542,0.0,2.411457
0.118611,0.712083,"acc043.25_d5f2133bba5bbc12267b38d87e1216ed4906cb3ec1040964a236d10332a73d75.csv",0.163958,0.004792,2.39968
0.041806,0.591874,"acc084.75_c61ca0f808f3c24d00c442767ee0db41224f57a77d3d9900d8c5c0e0b0e63295.csv",0.095,0.284165,2.449375
0.188264,0.5025,"acc033.00_c747bb91d25e0283544d5afe4d20774d5735a8759e843edd63f938bdfb9f7e59.csv",0.413333,0.001458,2.072655
0.196111,0.685834,"acc041.88_cb95017677c712f94f95d147b888b229280527ca0a0ec5b07279b5d31aaf8676.csv",0.535416,6.25E-4,2.407181
0.028264,0.730416,"acc095.12_4c390e7a276c5d35f3895b773bb8d5a2cbb516d9b60a35de34afa511f2fde91d.csv",0.0625,0.173959,2.397958
0.051424,0.703958,"acc083.75_816e82c74f8b2345e3f52168addfc751b7d563c8e1725b3309ed3450433e4b68.csv",0.112917,0.128125,2.387519
0.157813,0.708542,"acc025.50_a21b1a9e14fc8e7cb32dced804e2416bb52f885f3f49e940efb1724d589cfbd7.csv",0.295417,0.0,2.368581
0.198889,0.645208,"acc032.50_361138fea3fd8480b7cb6e6fb36b1ad13e45ec0fd177ef0cd57d548470c07fcf.csv",0.463958,0.002083,2.390875
0.150486,0.697292,"acc052.88_c3d88ac169f3cd7a809effe281907a487c2aa3d18401bb58290d3336274ef411.csv",0.257917,0.007083,2.388792
0.150486,0.705417,"acc051.88_173bed5cb42bbe1a0bbd96145961ae07850f56f8c0f2ae0d98b748335b438a2b.csv",0.240625,0.003125,2.419005
0.147709,0.79625,"acc063.00_1e532b243a2450f77bf23d24ffac404b2a704593def9543ee0599f8c3c8b1fa0.csv",0.29,0.0025,2.39993
0.03691,0.564999,"acc086.75_921eb79ff6e7d286d84b74a8d1a55c48f4accaa3c564b0fbea9fb3ea18750cb5.csv",0.086458,0.319998,2.501884
0.054028,0.745834,"acc087.38_48c05f0da830f16a70032450710d49825e85c6c8a6c2b4a9ef4ec308ab0d2f39.csv",0.146667,0.128541,2.423163
0.193715,0.670625,"acc020.88_cce77617aecf440f61c18e203f1708c725cd431e795cd8d152ec1cb99032e3d5.csv",0.388125,0.002292,2.379153
0.196771,0.67875,"acc017.25_b2781d6d2e0a437d6c17ddfb6041441735ad1775f7376a4570f2f4bd875e6857.csv",0.473333,0.005625,2.406032
0.036146,0.748542,"acc089.88_47daf082353f854a10334ab9cf458ba8b74a1453c21a6d4056413985ec1b734b.csv",0.086042,0.127083,2.433746
0.195417,0.708542,"acc054.12_d311a5ec3644c838b7b6713a5296278bc1cc8983e303567c49707c7bef1a32a5.csv",0.442083,0.003333,2.396913
0.097708,0.790209,"acc070.75_bb71664973c73eb3266146cab4f44f74110ab2b1caf1493b45629e09a000657a.csv",0.215833,0.007292,2.358981
0.212882,0.696458,"acc049.88_2661b6b3629f48bd71474c888e912bd81295da30f692499206346c5c7bbdbcc4.csv",0.455833,0.003333,2.39185
0.045139,0.648125,"acc089.50_e8c36d36b0c95f1d3b3dfceba118346a3dfa7a4ada6653e02d7012e92608de1b.csv",0.100208,0.230834,2.4937
0.157813,0.712708,"acc052.50_46fb82bbda9fe3c2a67cb75d03b68790010ac4449be2b6c24a8626805105f3b0.csv",0.369375,0.006042,2.399146
0.035417,0.714584,"acc089.50_52f2e74f670831ae75dfdf81a3cb32a6a451c06244fb23f5133fdae7733897d8.csv",0.063542,0.174374,2.435301
0.162049,0.701875,"acc048.62_1090cd1b6510d8157c9dce2a71521eff3d3e65a56c7790f759658f25b4fd9879.csv",0.279584,0.00375,2.421293
